placebo_date,beta,se,p,n
2021-02-01,-0.4302199689018458,0.3881672677542223,0.2831513129287586,2178
2022-02-01,-0.4284575691198533,0.3792089051667965,0.27422076269635465,2178
2023-02-01,-0.4518740144415344,0.38043022439552615,0.25124440127656955,2178
2024-02-01,-0.4699892237519406,0.38061203413783845,0.23369155695917243,2178
